year|category|programme_or_output|page|budget_amount|currency|notes|source_file|target_value|target_unit
2026|Local Revenue|Billboards and banners|3|40520.0|ZMW|Revenue code 063; group: Fees and Charges.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Hire of Transport and Equipment|3|500000.0|ZMW|Revenue code 064; group: Fees and Charges.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Penalties|3|36200.0|ZMW|Revenue code 066; group: Fees and Charges.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Ablution Fee|3|40000.0|ZMW|Revenue code 067; group: Fees and Charges.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Telecommunication site rentals|3|35000.0|ZMW|Revenue code 082; group: Fees and Charges.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Other fees and charges|3|143350.0|ZMW|Revenue code 099; group: Fees and Charges.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Occupancy licence|3|10000.0|ZMW|Revenue code 001; group: Licenses.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Liquor licence|3|400000.0|ZMW|Revenue code 002; group: Licenses.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Firearm and ammunition licence|3|25980.0|ZMW|Revenue code 003; group: Licenses.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Petroleum Storage licence|3|160500.0|ZMW|Revenue code 004; group: Licenses.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Dog licence|3|8000.0|ZMW|Revenue code 005; group: Licenses.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Other Licences|3|2500.0|ZMW|Revenue code 099; group: Licenses.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Livestock Movement levy|4|555000.0|ZMW|Revenue code 001; group: Levies.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Fish levy|4|10000.0|ZMW|Revenue code 003; group: Levies.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Pole levy|4|1500.0|ZMW|Revenue code 004; group: Levies.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Sand levy|4|30739.0|ZMW|Revenue code 006; group: Levies.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Timber Levy|4|50000.0|ZMW|Revenue code 010; group: Levies.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Manufacturing|4|20615.0|ZMW|Revenue code 021; group: Levies.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Health permits|4|795900.0|ZMW|Revenue code 001; group: Permits.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Herbalist permit|4|2500.0|ZMW|Revenue code 003; group: Permits.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Transportation of meat products|4|2500.0|ZMW|Revenue code 005; group: Permits.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Transportation of opaque beer|4|113600.0|ZMW|Revenue code 006; group: Permits.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Burial permits and grave sites|4|20000.0|ZMW|Revenue code 008; group: Permits.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Fire certificate|4|600000.0|ZMW|Revenue code 009; group: Permits.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Extension of Business hours permits|4|2752000.0|ZMW|Revenue code 010; group: Permits.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Social gathering permit|4|3750.0|ZMW|Revenue code 011; group: Permits.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Primary, Secondary and Tertiary permits|4|23750.0|ZMW|Revenue code 099; group: Permits.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Service Charges Residential plots|4|10450.0|ZMW|Revenue code 001; group: Charges.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Service Charges Industrial plots|4|25000.0|ZMW|Revenue code 002; group: Charges.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Premium Plot Commercial|4|1000000.0|ZMW|Revenue code 004; group: Charges.|chirundu_obb_2026.pdf.pdf||
2026|Local Revenue|Surplus/ Deficit from Commercial Ventures|4|2200400.0|ZMW|Revenue code 002; group: Other Incomes.|chirundu_obb_2026.pdf.pdf||
2026|Revenue|Roads Grant|4|6351370.0|ZMW|Revenue code 002; group: National Support (Grants).|chirundu_obb_2026.pdf.pdf||
2026|Revenue|Matching Grants|4|3613259.0|ZMW|Revenue code 007; group: National Support (Grants).|chirundu_obb_2026.pdf.pdf||
2026|Revenue|Other Grants|4|2931802.0|ZMW|Revenue code 099; group: National Support (Grants).|chirundu_obb_2026.pdf.pdf||
2026|Revenue|Devolution Capital Grant|4|11554159.0|ZMW|Revenue code 001; group: Donor Support (Grants).|chirundu_obb_2026.pdf.pdf||
2026|CDF|Constituency Development Fund|5|40032550.0|ZMW|Revenue code 001; group: Local Development Fund.|chirundu_obb_2026.pdf.pdf||
2026|LGEF|Local Government Equalisation Fund|5|8400000.0|ZMW|Revenue code 002; group: Local Development Fund.|chirundu_obb_2026.pdf.pdf||
2026|Revenue|Grant in Lieu of Rates|5|150000.0|ZMW|Revenue code 003; group: Local Development Fund.|chirundu_obb_2026.pdf.pdf||
2026|Programme|Constituency Development|7|40032550.0|ZMW|Programme code 1; 2026 budget allocation.|chirundu_obb_2026.pdf.pdf||
2026|Programme|Local Governance|7|3622278.0|ZMW|Programme code 2; 2026 budget allocation.|chirundu_obb_2026.pdf.pdf||
2026|Programme|Integrated Development Planning|7|4222250.0|ZMW|Programme code 3; 2026 budget allocation.|chirundu_obb_2026.pdf.pdf||
2026|Programme|Economic and Business Development|7|776800.0|ZMW|Programme code 4; 2026 budget allocation.|chirundu_obb_2026.pdf.pdf||
2026|Programme|Public Health and Environmental Protection|7|3962957.0|ZMW|Programme code 5; 2026 budget allocation.|chirundu_obb_2026.pdf.pdf||
2026|Programme|Housing and Community Amenities|7|15857096.0|ZMW|Programme code 6; 2026 budget allocation.|chirundu_obb_2026.pdf.pdf||
2026|Programme|Recreation Culture and Religion|7|642904.0|ZMW|Programme code 7; 2026 budget allocation.|chirundu_obb_2026.pdf.pdf||
2026|Programme|Education and Skills Development|7|19241.0|ZMW|Programme code 8; 2026 budget allocation.|chirundu_obb_2026.pdf.pdf||
2026|Programme|Public Order and Safety|7|5502186.0|ZMW|Programme code 10; 2026 budget allocation.|chirundu_obb_2026.pdf.pdf||
2026|Programme|Management and Support Services|7|18783480.0|ZMW|Programme code 11; 2026 budget allocation.|chirundu_obb_2026.pdf.pdf||
2026|Programme|Resource Mobilisation and Management|7|4879538.0|ZMW|Programme code 12; 2026 budget allocation.|chirundu_obb_2026.pdf.pdf||
2026|Programme|District Health Services|7|1540765.0|ZMW|Programme code 13; 2026 budget allocation.|chirundu_obb_2026.pdf.pdf||
2026|Programme|Transport Services|7|6402860.0|ZMW|Programme code 15; 2026 budget allocation.|chirundu_obb_2026.pdf.pdf||
2026|Programme|Agricultural Services|7|498034.0|ZMW|Programme code 16; 2026 budget allocation.|chirundu_obb_2026.pdf.pdf||
2026|Programme|Fisheries and Livestock|7|1003176.0|ZMW|Programme code 17; 2026 budget allocation.|chirundu_obb_2026.pdf.pdf||
2026|Programme|Social Protection and Community Development|7|4743451.0|ZMW|Programme code 18; 2026 budget allocation.|chirundu_obb_2026.pdf.pdf||
2026|Output|Kilometres of Roads graded|14||ZMW|Programme 1: Constituency Development; Key output: CDF Community Projects Implemented; Indicator 01.|chirundu_obb_2026.pdf.pdf|55.0|value
2026|Output|Number of Maternity Annexes constructed|14||ZMW|Programme 1: Constituency Development; Key output: CDF Community Projects Implemented; Indicator 02.|chirundu_obb_2026.pdf.pdf|1.0|count
2026|Output|Percentage of approved grant applicants empowered|14||ZMW|Programme 1: Constituency Development; Key output: Youth , Women, Community groups empowered; Indicator 01.|chirundu_obb_2026.pdf.pdf|100.0|percent
2026|Output|Percentage of approved loan applicants empowered|14||ZMW|Programme 1: Constituency Development; Key output: Youth , Women, Community groups empowered; Indicator 02.|chirundu_obb_2026.pdf.pdf|100.0|percent
2026|Output|Number of CDF meetings held|14||ZMW|Programme 1: Constituency Development; Key output: CDF Administrative services provided; Indicator 01.|chirundu_obb_2026.pdf.pdf|6.0|count
2026|Output|Number of Field appraisal reports produced|14||ZMW|Programme 1: Constituency Development; Key output: CDF Administrative services provided; Indicator 02.|chirundu_obb_2026.pdf.pdf|2.0|count
2026|Output|Number of Monitoring reports produced|14||ZMW|Programme 1: Constituency Development; Key output: CDF Administrative services provided; Indicator 03.|chirundu_obb_2026.pdf.pdf|5.0|count
2026|Output|Number of Desk Appraisal Reports produced|14||ZMW|Programme 1: Constituency Development; Key output: CDF Administrative services provided; Indicator 04.|chirundu_obb_2026.pdf.pdf|2.0|count
2026|Output|Percentage approved Skills bursaries applicants sponsored|14||ZMW|Programme 1: Constituency Development; Key output: Secondary school and skills development bursaries; Indicator 01.|chirundu_obb_2026.pdf.pdf|100.0|percent
2026|Output|Percentage approved Secondary bursaries applicants sponsored|14||ZMW|Programme 1: Constituency Development; Key output: Secondary school and skills development bursaries; Indicator 02.|chirundu_obb_2026.pdf.pdf|100.0|percent
2026|Output|Number of Ordinary Council Meetings Held|16||ZMW|Programme 2: Local Governance; Key output: Council Meetings Held; Indicator 01.|chirundu_obb_2026.pdf.pdf|4.0|count
2026|Output|Number of Committee Meetings Held|16||ZMW|Programme 2: Local Governance; Key output: Council Meetings Held; Indicator 02.|chirundu_obb_2026.pdf.pdf|21.0|count
2026|Output|Number of Special Full Council Meetings Held|16||ZMW|Programme 2: Local Governance; Key output: Council Meetings Held; Indicator 03.|chirundu_obb_2026.pdf.pdf|2.0|count
2026|Output|Number of Human Resource Committee Meetings held|16||ZMW|Programme 2: Local Governance; Key output: Human Resource Committee Meetings Held; Indicator 01.|chirundu_obb_2026.pdf.pdf|4.0|count
2026|Output|Number of Intergrity Committees Meetings held|16||ZMW|Programme 2: Local Governance; Key output: Intergrity Matters Held; Indicator 01.|chirundu_obb_2026.pdf.pdf|4.0|count
2026|Output|WDC formed|16||ZMW|Programme 2: Local Governance; Key output: WDC operationalised; Indicator 01.|chirundu_obb_2026.pdf.pdf|12.0|value
2026|Output|WDC oriented|16||ZMW|Programme 2: Local Governance; Key output: WDC operationalised; Indicator 02.|chirundu_obb_2026.pdf.pdf|12.0|value
2026|Output|WDC operationalised|16||ZMW|Programme 2: Local Governance; Key output: WDC operationalised; Indicator 03.|chirundu_obb_2026.pdf.pdf|12.0|value
2026|Output|Number of environmental education programmes conducted|18||ZMW|Programme 3: Integrated Development Planning; Key output: Awareness programmes on environmental protection held; Indicator 01.|chirundu_obb_2026.pdf.pdf|6.0|count
2026|Output|Number of commemorations held|18||ZMW|Programme 3: Integrated Development Planning; Key output: Awareness programmes on environmental protection held; Indicator 02.|chirundu_obb_2026.pdf.pdf|1.0|count
2026|Output|Number of Environmental Project Briefs for capital projects undetaken|18||ZMW|Programme 3: Integrated Development Planning; Key output: Environmental Project Briefs for all Capital Projects; Indicator 01.|chirundu_obb_2026.pdf.pdf|15.0|count
2026|Output|Proportion of of Environmental Impact Assessments/ Project briefs|18||ZMW|Programme 3: Integrated Development Planning; Key output: Environmental Project Briefs for all Capital Projects; Indicator 02.|chirundu_obb_2026.pdf.pdf|100.0|value
2026|Output|Number of environmental management committees established|18||ZMW|Programme 3: Integrated Development Planning; Key output: Afforestation and reforestation programmes implemented; Indicator 01.|chirundu_obb_2026.pdf.pdf|9.0|count
2026|Output|Number of trees planted|18||ZMW|Programme 3: Integrated Development Planning; Key output: Afforestation and reforestation programmes implemented; Indicator 02.|chirundu_obb_2026.pdf.pdf|1000.0|count
2026|Output|Number of DDCC Meetings held|18||ZMW|Programme 3: Integrated Development Planning; Key output: District Developments reviewed; Indicator 01.|chirundu_obb_2026.pdf.pdf|4.0|count
2026|Output|Number of PDCC Meetings attended|18||ZMW|Programme 3: Integrated Development Planning; Key output: District Developments reviewed; Indicator 02.|chirundu_obb_2026.pdf.pdf|4.0|count
2026|Output|Strategic plan framework developed|18||ZMW|Programme 3: Integrated Development Planning; Key output: Strategic plan developed; Indicator 01.|chirundu_obb_2026.pdf.pdf|1.0|value
2026|Output|Number of poster, flyers and brochures distributed|18||ZMW|Programme 3: Integrated Development Planning; Key output: Awareness Created; Indicator 01.|chirundu_obb_2026.pdf.pdf|5000.0|count
2026|Output|number of JIC runs conducted|18||ZMW|Programme 3: Integrated Development Planning; Key output: Awareness Created; Indicator 02.|chirundu_obb_2026.pdf.pdf|2.0|count
2026|Output|Number of HTCT commemorated|18||ZMW|Programme 3: Integrated Development Planning; Key output: Awareness Created; Indicator 03.|chirundu_obb_2026.pdf.pdf|1.0|count
2026|Output|Number of World AIDS day commemorated|18||ZMW|Programme 3: Integrated Development Planning; Key output: Awareness Created; Indicator 04.|chirundu_obb_2026.pdf.pdf|1.0|count
2026|Output|Number of DHAC meetings held|18||ZMW|Programme 3: Integrated Development Planning; Key output: DHAC reports are evaluated; Indicator 01.|chirundu_obb_2026.pdf.pdf|4.0|count
2026|Output|Number of condoms distributed|18||ZMW|Programme 3: Integrated Development Planning; Key output: Condoms distributed; Indicator 01.|chirundu_obb_2026.pdf.pdf|200000.0|count
2026|Output|Number of condom dispensers mounted|18||ZMW|Programme 3: Integrated Development Planning; Key output: Dispensers distributed; Indicator 01.|chirundu_obb_2026.pdf.pdf|100.0|count
2026|Output|Number of sensitisations done|18||ZMW|Programme 3: Integrated Development Planning; Key output: IDP Citizen Version sensitised; Indicator 01.|chirundu_obb_2026.pdf.pdf|1.0|count
2026|Output|Proportion of beacons replaced against requested|18||ZMW|Programme 3: Integrated Development Planning; Key output: Property Beacons replaced; Indicator 01.|chirundu_obb_2026.pdf.pdf|100.0|value
2026|Output|Proportion of of recommendations for title deeds forwarded to the|18||ZMW|Programme 3: Integrated Development Planning; Key output: Recommendations for the acquisition of title deeds submitted; Indicator 01.|chirundu_obb_2026.pdf.pdf|100.0|value
2026|Output|Number of Development control exercises conducted|18||ZMW|Programme 3: Integrated Development Planning; Key output: Development control conducted; Indicator 01.|chirundu_obb_2026.pdf.pdf|52.0|count
2026|Output|Number of Plots created|18||ZMW|Programme 3: Integrated Development Planning; Key output: Plots created; Indicator 01.|chirundu_obb_2026.pdf.pdf|20.0|count
2026|Output|Percentage increase in the production capacity of pavers and blocks|20||ZMW|Programme 4: Economic and Business Development; Key output: Blocks and pavers produced; Indicator 01.|chirundu_obb_2026.pdf.pdf|23.0|percent
2026|Output|Number of Truck Parks constructed|20||ZMW|Programme 4: Economic and Business Development; Key output: Construction of Kabanana Truck Park; Indicator 01.|chirundu_obb_2026.pdf.pdf|1.0|count
2026|Output|Percentage of Burial permits issued against applied|22||ZMW|Programme 5: Public Health and Environmental Protection; Key output: Cemetery services offerred; Indicator 01.|chirundu_obb_2026.pdf.pdf|100.0|percent
2026|Output|Percentage of graves marked|22||ZMW|Programme 5: Public Health and Environmental Protection; Key output: Cemetery services offerred; Indicator 02.|chirundu_obb_2026.pdf.pdf|100.0|percent
2026|Output|Percentage of body repartriated|22||ZMW|Programme 5: Public Health and Environmental Protection; Key output: Cemetery services offerred; Indicator 03.|chirundu_obb_2026.pdf.pdf|100.0|percent
2026|Output|Number of premises Inspected|22||ZMW|Programme 5: Public Health and Environmental Protection; Key output: Health regulations/standards Enforced; Indicator 01.|chirundu_obb_2026.pdf.pdf|600.0|count
2026|Output|Number of water quality monitoring undertaken|22||ZMW|Programme 5: Public Health and Environmental Protection; Key output: Health regulations/standards Enforced; Indicator 02.|chirundu_obb_2026.pdf.pdf|4.0|count
2026|Output|Number of food safety monitoring undertaken|22||ZMW|Programme 5: Public Health and Environmental Protection; Key output: Health regulations/standards Enforced; Indicator 03.|chirundu_obb_2026.pdf.pdf|4.0|count
2026|Output|Number of keep Chirundu clean campaigns conducted|22||ZMW|Programme 5: Public Health and Environmental Protection; Key output: Keep Chirundu clean, green and healthy; Indicator 02.|chirundu_obb_2026.pdf.pdf|52.0|count
2026|Output|Number of structures sprayed|22||ZMW|Programme 5: Public Health and Environmental Protection; Key output: Pests controlled; Indicator 01.|chirundu_obb_2026.pdf.pdf|5000.0|count
2026|Output|Tonnage of garbage collected|22||ZMW|Programme 5: Public Health and Environmental Protection; Key output: Solid Waste collected; Indicator 01.|chirundu_obb_2026.pdf.pdf|8000.0|value
2026|Output|Number of stakeholders meeting held|22||ZMW|Programme 5: Public Health and Environmental Protection; Key output: Public Health Sensitisations Conducted; Indicator 01.|chirundu_obb_2026.pdf.pdf|12.0|count
2026|Output|Number of IEC Materials distributed|22||ZMW|Programme 5: Public Health and Environmental Protection; Key output: Public Health Sensitisations Conducted; Indicator 02.|chirundu_obb_2026.pdf.pdf|100.0|count
2026|Output|Comemorations held|22||ZMW|Programme 5: Public Health and Environmental Protection; Key output: Public Health Sensitisations Conducted; Indicator 03.|chirundu_obb_2026.pdf.pdf|3.0|value
2026|Output|Number of Solar powered boreholes drilled and installed|22||ZMW|Programme 5: Public Health and Environmental Protection; Key output: Solar powered boreholes drilled and installed; Indicator 01.|chirundu_obb_2026.pdf.pdf|15.0|count
2026|Output|Number of Commemorations Held|22||ZMW|Programme 5: Public Health and Environmental Protection; Key output: Commemorations Held; Indicator 01.|chirundu_obb_2026.pdf.pdf|3.0|count
2026|Output|Number of APMs Training Monitored|22||ZMW|Programme 5: Public Health and Environmental Protection; Key output: APMs Training Monitored; Indicator 01.|chirundu_obb_2026.pdf.pdf|24.0|count
2026|Output|Number of Community Champions (CCs) Trained|22||ZMW|Programme 5: Public Health and Environmental Protection; Key output: Community Champions (CCs) Trained; Indicator 01.|chirundu_obb_2026.pdf.pdf|20.0|count
2026|Output|Number of Water Points Mapping Exercise|22||ZMW|Programme 5: Public Health and Environmental Protection; Key output: Water Point Mapped; Indicator 01.|chirundu_obb_2026.pdf.pdf|1.0|count
2026|Output|Kilometres of Township Roads Maintained|24||ZMW|Programme 6: Housing and Community Amenities; Key output: Maintenance of Local Roads; Indicator 01.|chirundu_obb_2026.pdf.pdf|10.0|value
2026|Output|Number of Public Amenities Maintained|24||ZMW|Programme 6: Housing and Community Amenities; Key output: Public Amenities Maintained; Indicator 03.|chirundu_obb_2026.pdf.pdf|6.0|count
2026|Output|Number of Street Lights Maintained|24||ZMW|Programme 6: Housing and Community Amenities; Key output: Street Lights Maintained; Indicator 01.|chirundu_obb_2026.pdf.pdf|20.0|count
2026|Output|Number of Solar powered street lights installed|24||ZMW|Programme 6: Housing and Community Amenities; Key output: Street Lights Maintained; Indicator 02.|chirundu_obb_2026.pdf.pdf|10.0|count
2026|Output|Number of Traditional Ceremonies supported|26||ZMW|Programme 7: Recreation Culture and Religion; Key output: Traditional ceremonies supported; Indicator 01.|chirundu_obb_2026.pdf.pdf|2.0|count
2026|Output|Number of Inventories of all cultural practices conducted|26||ZMW|Programme 7: Recreation Culture and Religion; Key output: Inventoring of all Cultural practices conducted; Indicator 01.|chirundu_obb_2026.pdf.pdf|2.0|count
2026|Output|Number of cultural and creative industries managed in the district|26||ZMW|Programme 7: Recreation Culture and Religion; Key output: Development of the cultural and creative industries in the district; Indicator 01.|chirundu_obb_2026.pdf.pdf|1.0|count
2026|Output|Number of monitoring and evaluation visits conducted|26||ZMW|Programme 7: Recreation Culture and Religion; Key output: activities in districts; Indicator 01.|chirundu_obb_2026.pdf.pdf|1.0|count
2026|Output|Number of community mobilisations conducted|26||ZMW|Programme 7: Recreation Culture and Religion; Key output: of cultural activities in the district; Indicator 01.|chirundu_obb_2026.pdf.pdf|1.0|count
2026|Output|Number of Sports Tournaments conducted|26||ZMW|Programme 7: Recreation Culture and Religion; Key output: Sports Activities promoted; Indicator 01.|chirundu_obb_2026.pdf.pdf|4.0|count
2026|Output|Number of Sports Associations registered|26||ZMW|Programme 7: Recreation Culture and Religion; Key output: Sports Activities promoted; Indicator 02.|chirundu_obb_2026.pdf.pdf|20.0|count
2026|Output|Number of Sports Associations affiliated|26||ZMW|Programme 7: Recreation Culture and Religion; Key output: Sports Activities promoted; Indicator 03.|chirundu_obb_2026.pdf.pdf|5.0|count
2026|Output|Number of Sports recreational activities conducted|26||ZMW|Programme 7: Recreation Culture and Religion; Key output: Sports Activities promoted; Indicator 04.|chirundu_obb_2026.pdf.pdf|2.0|count
2026|Output|Number of National Sports Policy sensitisation meetings held|26||ZMW|Programme 7: Recreation Culture and Religion; Key output: National Sports Policy sensitisation; Indicator 01.|chirundu_obb_2026.pdf.pdf|1.0|count
2026|Output|Percentage of District departments surveyed|28||ZMW|Programme 8: Education and Skills Development; Key output: District Departments surveyed; Indicator 01.|chirundu_obb_2026.pdf.pdf|100.0|percent
2026|Output|Percentage of NA17 boxes collected in a quarter|28||ZMW|Programme 8: Education and Skills Development; Key output: Records collected; Indicator 01.|chirundu_obb_2026.pdf.pdf|100.0|percent
2026|Output|percentage of NA17 boxes processed and shelved in a quarter|28||ZMW|Programme 8: Education and Skills Development; Key output: District records processed and shelved; Indicator 01.|chirundu_obb_2026.pdf.pdf|40.0|percent
2026|Output|Number of preschool inspections conducted|28||ZMW|Programme 8: Education and Skills Development; Key output: Preschools inspections conducted; Indicator 01.|chirundu_obb_2026.pdf.pdf|4.0|count
2026|Output|Number of enforcements carried out|30||ZMW|Programme 10: Public Order and Safety; Key output: Enforcements carried out; Indicator 01.|chirundu_obb_2026.pdf.pdf|12.0|count
2026|Output|Number of building regulations inspections conducted|30||ZMW|Programme 10: Public Order and Safety; Key output: Building regulations inspections conducted; Indicator 01.|chirundu_obb_2026.pdf.pdf|52.0|count
2026|Output|proportion of Building Plans received against submitted for approval|30||ZMW|Programme 10: Public Order and Safety; Key output: Building regulations inspections conducted; Indicator 02.|chirundu_obb_2026.pdf.pdf|100.0|value
2026|Output|Proportion of Twenty Five - minute response time to distress calls within a|30||ZMW|Programme 10: Public Order and Safety; Key output: Fire protection activities conducted; Indicator 01.|chirundu_obb_2026.pdf.pdf|100.0|value
2026|Output|"Proportion increase in adherence to Fire Regulations - - - - 85 |"|30||ZMW|Programme 10: Public Order and Safety; Key output: radius of 30km; Indicator 02.|chirundu_obb_2026.pdf.pdf|85.0|value
2026|Output|Percentage of principal debt liquidated|33||ZMW|Programme 11: Management and Support Services; Key output: Principal debt liquidated; Indicator 01.|chirundu_obb_2026.pdf.pdf|27.0|percent
2026|Output|Number of Public Engagements Conducted|33||ZMW|Programme 11: Management and Support Services; Key output: Public Engagements Conducted; Indicator 01.|chirundu_obb_2026.pdf.pdf|12.0|count
2026|Output|Number of Procurement plans developed|33||ZMW|Programme 11: Management and Support Services; Key output: Procurement Plan Developed; Indicator 01.|chirundu_obb_2026.pdf.pdf|1.0|count
2026|Output|Annual budget in place|33||ZMW|Programme 11: Management and Support Services; Key output: Annual budget prepared; Indicator 01.|chirundu_obb_2026.pdf.pdf|1.0|value
2026|Output|Number of financial statements prepared|33||ZMW|Programme 11: Management and Support Services; Key output: Financial Statements prepared; Indicator 01.|chirundu_obb_2026.pdf.pdf|2.0|count
2026|Output|Number of court cases arbitrated|33||ZMW|Programme 11: Management and Support Services; Key output: Legal Matters resolved; Indicator 01.|chirundu_obb_2026.pdf.pdf|4.0|count
2026|Output|Percentage of local revenue increased|35||ZMW|Programme 12: Resource Mobilisation and Management; Key output: Revenue increased; Indicator 01.|chirundu_obb_2026.pdf.pdf|5.0|percent
2026|Output|Percentage of deliveries assisted with skilled personnel out of institutional|37||ZMW|Programme 13: District Health servcies; Key output: Health Centre Clinical Care services provided; Indicator 01.|chirundu_obb_2026.pdf.pdf|90.0|percent
2026|Output|Percentage of HIV postive clients receiving ART with suppreessed viral load|37||ZMW|Programme 13: District Health servcies; Key output: deliveries; Indicator 03.|chirundu_obb_2026.pdf.pdf|98.0|percent
2026|Output|TB case notification per 100,000 population|37||ZMW|Programme 13: District Health servcies; Key output: deliveries; Indicator 04.|chirundu_obb_2026.pdf.pdf|288.0|value
2026|Output|Institutional deliveries coverage|37||ZMW|Programme 13: District Health servcies; Key output: deliveries; Indicator 05.|chirundu_obb_2026.pdf.pdf|90.0|value
2026|Output|Percentage of People living with HIV who know their status and are clients|37||ZMW|Programme 13: District Health servcies; Key output: deliveries; Indicator 06.|chirundu_obb_2026.pdf.pdf|100.0|percent
2026|Output|Fully imminized 1 of under one children coverage|37||ZMW|Programme 13: District Health servcies; Key output: Outreach health services provided; Indicator 01.|chirundu_obb_2026.pdf.pdf|90.0|value
2026|Output|Percentage of Pregnant women attending ANC in the first Trimester|37||ZMW|Programme 13: District Health servcies; Key output: Outreach health services provided; Indicator 02.|chirundu_obb_2026.pdf.pdf|40.0|percent
2026|Output|Percentage of teenage pregnancies|37||ZMW|Programme 13: District Health servcies; Key output: Outreach health services provided; Indicator 03.|chirundu_obb_2026.pdf.pdf|18.0|percent
2026|Output|Percentage of households with atleast ITN|37||ZMW|Programme 13: District Health servcies; Key output: Community and Family Health services provided; Indicator 01.|chirundu_obb_2026.pdf.pdf|100.0|percent
2026|Output|Malaria Incidence per 1000 population|37||ZMW|Programme 13: District Health servcies; Key output: Community and Family Health services provided; Indicator 02.|chirundu_obb_2026.pdf.pdf|15.0|value
