year|category|programme_or_output|page|budget_amount|currency|notes|source_file|target_value|target_unit
2026|Output|Percentage of health facilities provided with technical support and|37||ZMW|Programme 13: District Health servcies; Key output: Administrative and utility services provided; Indicator 01.|chirundu_obb_2026.pdf.pdf|100.0|percent
2026|Output|"Percentage of months adminstrative and utilities services provided 100 - 100 60 100 |"|37||ZMW|Programme 13: District Health servcies; Key output: supervision; Indicator 02.|chirundu_obb_2026.pdf.pdf|100.0|percent
2026|Output|Metres of roads paved|39||ZMW|Programme 15: Transport Services; Key output: Feeder roads constructed; Indicator 01.|chirundu_obb_2026.pdf.pdf|500.0|value
2026|Output|Number of Water vessels registered|39||ZMW|Programme 15: Transport Services; Key output: Water vessels registered; Indicator 01.|chirundu_obb_2026.pdf.pdf|10.0|count
2026|Output|Number of water vessels surveyed|39||ZMW|Programme 15: Transport Services; Key output: Water vessels surveyed; Indicator 01.|chirundu_obb_2026.pdf.pdf|25.0|count
2026|Output|Number of Boat Crew certified|39||ZMW|Programme 15: Transport Services; Key output: Boat Crew certified; Indicator 01.|chirundu_obb_2026.pdf.pdf|5.0|count
2026|Output|Number of stranded persons repatriated|48||ZMW|Programme 18: Social Protection and Community Development; Key output: Incapicitated Household assisted with in kind support; Indicator 01.|chirundu_obb_2026.pdf.pdf|12.0|count
2026|Output|Number of Arson victims assisted with assorted household items|48||ZMW|Programme 18: Social Protection and Community Development; Key output: Incapicitated Household assisted with in kind support; Indicator 02.|chirundu_obb_2026.pdf.pdf|5.0|count
2026|Output|Number of infants assisted with formula|48||ZMW|Programme 18: Social Protection and Community Development; Key output: Incapicitated Household assisted with in kind support; Indicator 03.|chirundu_obb_2026.pdf.pdf|16.0|count
2026|Output|Number of patients assisted with health supplies|48||ZMW|Programme 18: Social Protection and Community Development; Key output: Incapicitated Household assisted with in kind support; Indicator 04.|chirundu_obb_2026.pdf.pdf|12.0|count
2026|Output|Number of GBV survivors supported|48||ZMW|Programme 18: Social Protection and Community Development; Key output: Welfare and Counselling services provided; Indicator 01.|chirundu_obb_2026.pdf.pdf|4.0|count
2026|Output|Number of human trafficked victims assisted|48||ZMW|Programme 18: Social Protection and Community Development; Key output: Welfare and Counselling services provided; Indicator 02.|chirundu_obb_2026.pdf.pdf|2.0|count
2026|Output|Number of Familes receiving welfare and counselling services-Marriage|48||ZMW|Programme 18: Social Protection and Community Development; Key output: Welfare and Counselling services provided; Indicator 03.|chirundu_obb_2026.pdf.pdf|2.0|count
2026|Output|Number of Old persons supported|48||ZMW|Programme 18: Social Protection and Community Development; Key output: Care for Older persons; Indicator 01.|chirundu_obb_2026.pdf.pdf|45.0|count
2026|Output|Proportion of Cash for Work disbursed|48||ZMW|Programme 18: Social Protection and Community Development; Key output: Cash for Work Initiative implemented; Indicator 01.|chirundu_obb_2026.pdf.pdf|100.0|value
2026|Output|Number of beneficiaries receiving Cash For Work|48||ZMW|Programme 18: Social Protection and Community Development; Key output: Cash for Work Initiative implemented; Indicator 02.|chirundu_obb_2026.pdf.pdf|3886.0|count
2026|Output|Number of Adult Literacy Awareness and Sensitisation Meetings held|48||ZMW|Programme 18: Social Protection and Community Development; Key output: Adult Literacy capacity building conducted; Indicator 01.|chirundu_obb_2026.pdf.pdf|12.0|count
2026|Output|Number of Students Trained|48||ZMW|Programme 18: Social Protection and Community Development; Key output: Students trained in various TEVETA; Indicator 01.|chirundu_obb_2026.pdf.pdf|180.0|count
2026|Output|Number of Students recruited|48||ZMW|Programme 18: Social Protection and Community Development; Key output: Students trained in various TEVETA; Indicator 02.|chirundu_obb_2026.pdf.pdf|180.0|count
2026|Output|Percentage of Students graduating against recruited|48||ZMW|Programme 18: Social Protection and Community Development; Key output: Students trained in various TEVETA; Indicator 03.|chirundu_obb_2026.pdf.pdf|100.0|percent
2026|Output|Number of Radio Sensitizations conducted|48||ZMW|Programme 18: Social Protection and Community Development; Key output: Commemoration of 16 Days of Gender Activism; Indicator 01.|chirundu_obb_2026.pdf.pdf|4.0|count
2026|Output|Number of Ward Sentisations|48||ZMW|Programme 18: Social Protection and Community Development; Key output: Commemoration of 16 Days of Gender Activism; Indicator 02.|chirundu_obb_2026.pdf.pdf|12.0|count
2026|Output|Number of Pre School Inspections conducted|48||ZMW|Programme 18: Social Protection and Community Development; Key output: Pre school Inspections; Indicator 01.|chirundu_obb_2026.pdf.pdf|24.0|count
2026|Output|Percentage of Cash for Work Funds disbursed against budgeted|48||ZMW|Programme 18: Social Protection and Community Development; Key output: Cash for Work disbursed; Indicator 01.|chirundu_obb_2026.pdf.pdf|100.0|percent
2026|Output|Number of technologies disseminated|41||ZMW|Programme 16: Agricultural Services; Key output: Crop Production Technologies disseminated.|chirundu_obb_2026.pdf.pdf|15.0|count
2026|Output|Number of farmers trained climate smart agriculture|41||ZMW|Programme 16: Agricultural Services; Key output: Farmers trained in Climate Smart Agriculture.|chirundu_obb_2026.pdf.pdf|6500.0|count
2026|Output|Number of field officers trained in irrigation technologies|41||ZMW|Programme 16: Agricultural Services; Key output: Farmers trained in Climate Smart Agriculture.|chirundu_obb_2026.pdf.pdf|16.0|count
2026|Output|Number of demonstration plots established|41||ZMW|Programme 16: Agricultural Services; Key output: Demonstration plots established.|chirundu_obb_2026.pdf.pdf|13.0|count
2026|Output|Number of Farmer Field Schools established|41||ZMW|Programme 16: Agricultural Services; Key output: Farmer Field Schools established.|chirundu_obb_2026.pdf.pdf|26.0|count
2026|Output|Number of field officers trained in nutrition|41||ZMW|Programme 16: Agricultural Services; Key output: Farmer Field Schools established.|chirundu_obb_2026.pdf.pdf|16.0|count
2026|Output|Number of crop monitoring reports|41||ZMW|Programme 16: Agricultural Services; Key output: Crop monitoring undertaken.|chirundu_obb_2026.pdf.pdf|24.0|count
2026|Output|Number of field days conducted|41||ZMW|Programme 16: Agricultural Services; Key output: Field days conducted. Target verified from source budget PDF.|chirundu_obb_2026.pdf.pdf|6.0|count
2026|Output|Number of field officers trained in good farm management|41||ZMW|Programme 16: Agricultural Services; Key output: Field days conducted.|chirundu_obb_2026.pdf.pdf|16.0|count
2026|Output|Number of irrigation technologies promoted|41||ZMW|Programme 16: Agricultural Services; Key output: Land under irrigation expanded. Target verified from source budget PDF.|chirundu_obb_2026.pdf.pdf|5.0|count
2026|Output|Number of Farmers trained in irrigation|41||ZMW|Programme 16: Agricultural Services; Key output: Land under irrigation expanded.|chirundu_obb_2026.pdf.pdf|500.0|count
2026|Output|Number of farmers adopting irrigation|41||ZMW|Programme 16: Agricultural Services; Key output: Land under irrigation expanded.|chirundu_obb_2026.pdf.pdf|300.0|count
2026|Output|Hectares brought under irrigation|41||ZMW|Programme 16: Agricultural Services; Key output: Land under irrigation expanded.|chirundu_obb_2026.pdf.pdf|200.0|count
2026|Output|Number of farmers adopting sustainable practices|41||ZMW|Programme 16: Agricultural Services; Key output: Sustainable land management and land use planning promoted.|chirundu_obb_2026.pdf.pdf|200.0|count
2026|Output|Hectares under sustainable agriculture|41||ZMW|Programme 16: Agricultural Services; Key output: Sustainable land management and land use planning promoted.|chirundu_obb_2026.pdf.pdf|50.0|count
2026|Output|Number land use plan developed|41||ZMW|Programme 16: Agricultural Services; Key output: Sustainable land management and land use planning promoted. Target verified from source budget PDF.|chirundu_obb_2026.pdf.pdf|5.0|count
2026|Output|Number of mechanization service centres established|41||ZMW|Programme 16: Agricultural Services; Key output: Farm power and mechanization services promoted. Target verified from source budget PDF.|chirundu_obb_2026.pdf.pdf|1.0|count
2026|Output|Number of farmers trained in the use of mechanization|41||ZMW|Programme 16: Agricultural Services; Key output: Farm power and mechanization services promoted.|chirundu_obb_2026.pdf.pdf|1600.0|count
2026|Output|Number of farmers accessing mechanisation services|41||ZMW|Programme 16: Agricultural Services; Key output: Farm power and mechanization services promoted.|chirundu_obb_2026.pdf.pdf|900.0|count
2026|Output|Number of nutrition centres of excellence established|41||ZMW|Programme 16: Agricultural Services; Key output: Nutrient dense crop production promoted. Target verified from source budget PDF.|chirundu_obb_2026.pdf.pdf|2.0|count
2026|Output|Number of farmers trained in food and nutrition|41||ZMW|Programme 16: Agricultural Services; Key output: Processing and consumption of nutritious foods promoted.|chirundu_obb_2026.pdf.pdf|390.0|count
2026|Output|Number of agriculture news and literature produced|41||ZMW|Programme 16: Agricultural Services; Key output: Agriculture information produced and disseminated.|chirundu_obb_2026.pdf.pdf|12.0|count
2026|Output|Number of agriculture publications produced|41||ZMW|Programme 16: Agricultural Services; Key output: Agriculture information produced and disseminated.|chirundu_obb_2026.pdf.pdf|30.0|count
2026|Output|Number of agriculture shows organised and exhibited|41||ZMW|Programme 16: Agricultural Services; Key output: Agriculture shows organised and exhibited. Target verified from source budget PDF.|chirundu_obb_2026.pdf.pdf|6.0|count
2026|Output|Number of entrepreneurship training conducted|41||ZMW|Programme 16: Agricultural Services; Key output: Agricultural entrepreneurship trainings. Target verified from source budget PDF.|chirundu_obb_2026.pdf.pdf|4.0|count
2026|Output|Number of commodity market bulletin disseminated|41||ZMW|Programme 16: Agricultural Services; Key output: Agricultural entrepreneurship trainings.|chirundu_obb_2026.pdf.pdf|52.0|count
2026|Output|Number of import and export permits facilitated|41||ZMW|Programme 16: Agricultural Services; Key output: Domestic Trade facilitated.|chirundu_obb_2026.pdf.pdf|2000.0|count
2026|Output|Number of trade data base established|41||ZMW|Programme 16: Agricultural Services; Key output: Domestic Trade facilitated. Target verified from source budget PDF.|chirundu_obb_2026.pdf.pdf|1.0|count
2026|Output|Number of market linkages established|41||ZMW|Programme 16: Agricultural Services; Key output: Domestic Trade facilitated.|chirundu_obb_2026.pdf.pdf|10.0|count
2026|Output|Number of inspections conducted|41||ZMW|Programme 16: Agricultural Services; Key output: Domestic Trade facilitated.|chirundu_obb_2026.pdf.pdf|1000.0|count
2026|Output|Number of Weekly Market reports|41||ZMW|Programme 16: Agricultural Services; Key output: Market information on crop products and agriculture inputs.|chirundu_obb_2026.pdf.pdf|48.0|count
2026|Output|Number of market research reports|41||ZMW|Programme 16: Agricultural Services; Key output: Market Research on crop products and inputs. Target verified from source budget PDF.|chirundu_obb_2026.pdf.pdf|4.0|count
2026|Output|Number of agricultural trade inspections conducted|41||ZMW|Programme 16: Agricultural Services; Key output: Market Research on crop products and inputs.|chirundu_obb_2026.pdf.pdf|500.0|count
2026|Output|Number of farmers accessing agriculture credit|41||ZMW|Programme 16: Agricultural Services; Key output: Access to agriculture credit improved.|chirundu_obb_2026.pdf.pdf|500.0|count
2026|Output|Number of times administrative and other support services provided|41||ZMW|Programme 16: Agricultural Services; Key output: Administrative and support services provided.|chirundu_obb_2026.pdf.pdf|12.0|count
2026|Output|Number of vehicles insured, serviced and repaired|41||ZMW|Programme 16: Agricultural Services; Key output: Administrative and support services provided.|chirundu_obb_2026.pdf.pdf|17.0|count
2026|Output|Number of Monitoring and evaluation visits conducted|41||ZMW|Programme 16: Agricultural Services; Key output: Monitoring and evaluation visits conducted.|chirundu_obb_2026.pdf.pdf|12.0|count
2026|Output|Number of Departmental planning and review meetings held|41||ZMW|Programme 16: Agricultural Services; Key output: Planning and Review meetings conducted.|chirundu_obb_2026.pdf.pdf|12.0|count
2026|Output|Number of Agricultural public functions attended|41||ZMW|Programme 16: Agricultural Services; Key output: Planning and Review meetings conducted. Target verified from source budget PDF.|chirundu_obb_2026.pdf.pdf|7.0|count
2026|Output|Number of quarterly and annual reports generated and submitted|41||ZMW|Programme 16: Agricultural Services; Key output: Planning and Review meetings conducted. Target verified from source budget PDF.|chirundu_obb_2026.pdf.pdf|8.0|count
2026|Output|Number of Planning and review meetings held|41||ZMW|Programme 16: Agricultural Services; Key output: Planning and review meetings conducted.|chirundu_obb_2026.pdf.pdf|12.0|count
2026|Output|Number of public events attended|41||ZMW|Programme 16: Agricultural Services; Key output: Planning and review meetings conducted. Target verified from source budget PDF.|chirundu_obb_2026.pdf.pdf|12.0|count
2026|Output|Number of farmers trained in entrepreneurship and linked to the markets|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Participation in Fisheries and Livestock marketing improved.|chirundu_obb_2026.pdf.pdf|2500.0|count
2026|Output|Number of farmers and traders issued with control of goods permits|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Participation in Fisheries and Livestock marketing improved.|chirundu_obb_2026.pdf.pdf|2000.0|count
2026|Output|Number of Market days conducted|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Participation in Fisheries and Livestock marketing improved.|chirundu_obb_2026.pdf.pdf|12.0|count
2026|Output|Number of trainings on nutrition conducted|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Participation in Fisheries and Livestock marketing improved.|chirundu_obb_2026.pdf.pdf|12.0|count
2026|Output|Number of market price surveillance|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Participation in Fisheries and Livestock marketing improved.|chirundu_obb_2026.pdf.pdf|12.0|count
2026|Output|Number of extension visits conducted|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Extension visits conducted.|chirundu_obb_2026.pdf.pdf|144.0|count
2026|Output|Number of farmers trained in Livestock disease management|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Livestock disease management conducted.|chirundu_obb_2026.pdf.pdf|2500.0|count
2026|Output|Number of Dogs vaccinated against rabies|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Rabies vaccination conducted.|chirundu_obb_2026.pdf.pdf|12000.0|count
2026|Output|Number of surveillances conducted|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Surveillance of diseases of national importance conducted.|chirundu_obb_2026.pdf.pdf|240.0|count
2026|Output|Number of monitoring and supervision activities conducted|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Monitoring and evaluation.|chirundu_obb_2026.pdf.pdf|60.0|count
2026|Output|Number of antimortem inspections conducted|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Antimortem inspection.|chirundu_obb_2026.pdf.pdf|100.0|count
2026|Output|Number of regulation and enforcement activities conducted|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Regulation and enforcement.|chirundu_obb_2026.pdf.pdf|360.0|count
2026|Output|Number of fishers trained in sustainable fishing and processing|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Capture fisheries production and productivity improved.|chirundu_obb_2026.pdf.pdf|500.0|count
2026|Output|Number of patrols conducted|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Capture fisheries production and productivity improved.|chirundu_obb_2026.pdf.pdf|72.0|count
2026|Output|Number of co-management structures created|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Capture fisheries production and productivity improved.|chirundu_obb_2026.pdf.pdf|500.0|count
2026|Output|Number fishers registered and licensed|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Capture fisheries production and productivity improved.|chirundu_obb_2026.pdf.pdf|500.0|count
2026|Output|Number of fishers sensitised in good fishing methods|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Aquaculture extension and advisory services provided.|chirundu_obb_2026.pdf.pdf|500.0|count
2026|Output|Number of farmers trained in Aquaculture practices|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Aquaculture extension and advisory services provided.|chirundu_obb_2026.pdf.pdf|600.0|count
2026|Output|Number of fish farmer exchange visits conducted|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Aquaculture extension and advisory services provided. Target verified from source budget PDF.|chirundu_obb_2026.pdf.pdf|4.0|count
2026|Output|Number of dams stocked with fingerlings|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Aquaculture extension and advisory services provided.|chirundu_obb_2026.pdf.pdf|3.0|count
2026|Output|Number of livestock farmers receiving extension services|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Livestock Production and Productivity improved.|chirundu_obb_2026.pdf.pdf|10000.0|count
2026|Output|Number of livestock field days conducted|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Livestock Production and Productivity improved.|chirundu_obb_2026.pdf.pdf|12.0|count
2026|Output|Number of farmers to receive climate smart livestock technologies and practices|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Livestock Production and Productivity improved.|chirundu_obb_2026.pdf.pdf|24.0|count
2026|Output|Number of exchange visits conducted|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Livestock Production and Productivity improved. Target verified from source budget PDF.|chirundu_obb_2026.pdf.pdf|3.0|count
2026|Output|Number of farm visits to livestock farmers conducted|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Livestock Production and Productivity improved. Target verified from source budget PDF.|chirundu_obb_2026.pdf.pdf|6.0|count
2026|Output|Number of rangeland mapped|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Livestock Production and Productivity improved.|chirundu_obb_2026.pdf.pdf|3.0|count
2026|Output|Smallholder farmers supported in pasture seed|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Livestock Production and Productivity improved.|chirundu_obb_2026.pdf.pdf|120.0|count
2026|Output|Number of Smallholder farmers supported in pasture seed|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Pasture and rangeland management improved.|chirundu_obb_2026.pdf.pdf|80.0|count
2026|Output|Number of Farmers trained in utilization of pasture|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Pasture and rangeland management improved.|chirundu_obb_2026.pdf.pdf|1000.0|count
2026|Output|Number of stakeholder engagements in feed additives|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Pasture and rangeland management improved.|chirundu_obb_2026.pdf.pdf|3.0|count
2026|Output|Number of rangeland committees formed|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Pasture and rangeland management improved.|chirundu_obb_2026.pdf.pdf|3.0|count
2026|Output|Number of hectares brought under rangeland|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Pasture and rangeland management improved.|chirundu_obb_2026.pdf.pdf|150000.0|count
2026|Output|Number of rangeland rehabilitated|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Pasture and rangeland management improved.|chirundu_obb_2026.pdf.pdf|1.0|count
2026|Output|Number of backstopping, supervision activities conducted|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Back stopping and supervision of camps conducted.|chirundu_obb_2026.pdf.pdf|48.0|count
2026|Output|Number of Government functions, events and meetings attended|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Back stopping and supervision of camps conducted.|chirundu_obb_2026.pdf.pdf|60.0|count
2026|Output|Number of administration support provided|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Management and support services provided.|chirundu_obb_2026.pdf.pdf|12.0|count
2026|Output|Number of staff returns and Financial reports done|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Management and support services provided.|chirundu_obb_2026.pdf.pdf|12.0|count
2026|Output|Number of shows attended|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Management and support services provided.|chirundu_obb_2026.pdf.pdf|12.0|count
2026|Output|Number of personal emoluments paid|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Management and support services provided. Target verified from source budget PDF.|chirundu_obb_2026.pdf.pdf|12.0|count
2026|Output|Number of Utility bills and rentals paid|44||ZMW|Programme 17: Fisheries and Livestock; Key output: Management and support services provided.|chirundu_obb_2026.pdf.pdf|12.0|count
