year|statement|section|subsection|row_type|description|amount_zmw|source_url|source_page|notes
2024|LGEF|payments|operational|detail|Service Provision||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|14|
2024|LGEF|payments|operational|detail|Goods and Services||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|14|
2024|LGEF|payments|operational|detail|Administrative Costs||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|14|
2024|LGEF|payments|operational|detail|Other Costs||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|14|
2024|LGEF|payments|operational|subtotal|Sub-Total|9393949.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|14|
2024|LGEF|payments|capital|detail|Infrastructure Development||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|14|
2024|LGEF|payments|capital|detail|Rehabilitation Works||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|14|
2024|LGEF|payments|capital|detail|Asset Acquisition||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|14|
2024|LGEF|payments|capital|detail|Other Project Admin/Costs|795958.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|14|
2024|LGEF|payments|capital|subtotal|Sub-Total|795958.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|14|
2024|LGEF|payments|capital|total|TOTAL PAYMENTS|10189906.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|14|
2024|LGEF|cash balance||balance|Increase/(decrease) in cash|-795958.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|14|
2024|LGEF|cash balance||balance|Foreign Exchange Losses||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|14|
2024|LGEF|cash balance||balance|Cash at beginning of the year|795958.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|14|
2024|LGEF|cash balance||balance|Cash at the end of the year|0.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|14|
2024|CDF|receipts||detail|Funding|10000000.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|15|
2024|CDF|receipts||detail|Loan Repayments|675337.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|15|
2024|CDF|receipts||detail|Other Sources||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|15|
2024|CDF|receipts||total|TOTAL Funding|10675337.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|15|
2024|CDF|payments||detail|Infrastructure Development|16017279.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|15|
2024|CDF|payments||detail|Rehabilitation Works and Upgrades||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|15|
2024|CDF|payments||detail|Asset Acquisitions||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|15|
2024|CDF|payments||detail|Rural Electrification||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|15|
2024|CDF|payments||detail|Youth & Women Empowement Grants|2374071.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|15|
2024|CDF|payments||detail|Youth & Women Empowement Loans||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|15|
2024|CDF|payments||detail|Secondary Boarding Schools and Skills Dev Bursaries|3097391.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|15|
2024|CDF|payments||detail|Administrative Costs|1365827.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|15|
2024|CDF|payments||detail|Disaster Contingency|644564.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|15|
2024|CDF|payments||detail|Other Payments( Mopped funds)|1386598.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|15|
2024|CDF|payments||total|TOTAL PAYMENTS|24885731.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|15|
2024|CDF|cash balance||balance|Increase/(decrease) in Cash|-14210393.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|15|
2024|CDF|cash balance||balance|Cash at beginning of the year|16161759.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|15|
2024|CDF|cash balance||balance|Cash at the end of the year|1951366.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|15|
2024|ZDSP capital grant|receipts||detail|Funding|2694737.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|16|
2024|ZDSP capital grant|receipts||detail|Other Receipts||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|16|
2024|ZDSP capital grant|receipts||total|TOTAL RECEIPTS|2694737.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|16|
2024|ZDSP capital grant|payments||detail|Goods and Services||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|16|
2024|ZDSP capital grant|payments||detail|Non-financial Asset Acquisition||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|16|
2024|ZDSP capital grant|payments||detail|Infrastructure Development||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|16|
2024|ZDSP capital grant|payments||detail|Rehabilitation||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|16|
2024|ZDSP capital grant|payments||total|TOTAL PAYMENTS||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|16|
2024|ZDSP capital grant|cash balance||balance|Increase/(decrease) in cash|2694737.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|16|
2024|ZDSP capital grant|cash balance||balance|Foreign Exchange Losses||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|16|
2024|ZDSP capital grant|cash balance||balance|Cash at beginning of the year||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|16|
2024|ZDSP capital grant|cash balance||balance|Cash at the end of the year|2694737.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|16|
2024|Sector grant|receipts||detail|Funding|8154778.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|17|
2024|Sector grant|receipts||detail|Other Receipts||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|17|
2024|Sector grant|receipts||total|TOTAL RECEIPTS|8154778.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|17|
2024|Sector grant|payments||detail|Goods and Services|3299240.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|17|
2024|Sector grant|payments||detail|Non-financial Asset Acquisition||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|17|
2024|Sector grant|payments||detail|Infrastructure Development|1681400.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|17|
2024|Sector grant|payments||detail|Rehabilitation||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|17|
2024|Sector grant|payments||total|TOTAL PAYMENTS|4980640.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|17|
2024|Sector grant|cash balance||balance|Increase/(decrease) in cash|3174138.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|17|
2024|Sector grant|cash balance||balance|Foreign Exchange Losses||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|17|
2024|Sector grant|cash balance||balance|Cash at beginning of the year||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|17|
2024|Sector grant|cash balance||balance|Cash at the end of the year|3174138.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|17|
