year|category|programme_or_output|page|budget_amount|currency|notes|source_file|revenue_type|amount_1|amount_2|amount_3|member_file|target_value|target_unit
2026|Output|Number of Weekly Market reports|41.0||ZMW|Programme 16: Agricultural Services; Key output: Market information on crop products and agriculture inputs.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|48.0|count
2026|Output|Number of market research reports|41.0||ZMW|Programme 16: Agricultural Services; Key output: Market Research on crop products and inputs. Target verified from source budget PDF.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|4.0|count
2026|Output|Number of agricultural trade inspections conducted|41.0||ZMW|Programme 16: Agricultural Services; Key output: Market Research on crop products and inputs.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|500.0|count
2026|Output|Number of farmers accessing agriculture credit|41.0||ZMW|Programme 16: Agricultural Services; Key output: Access to agriculture credit improved.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|500.0|count
2026|Output|Number of times administrative and other support services provided|41.0||ZMW|Programme 16: Agricultural Services; Key output: Administrative and support services provided.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|12.0|count
2026|Output|Number of vehicles insured, serviced and repaired|41.0||ZMW|Programme 16: Agricultural Services; Key output: Administrative and support services provided.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|17.0|count
2026|Output|Number of Monitoring and evaluation visits conducted|41.0||ZMW|Programme 16: Agricultural Services; Key output: Monitoring and evaluation visits conducted.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|12.0|count
2026|Output|Number of Departmental planning and review meetings held|41.0||ZMW|Programme 16: Agricultural Services; Key output: Planning and Review meetings conducted.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|12.0|count
2026|Output|Number of Agricultural public functions attended|41.0||ZMW|Programme 16: Agricultural Services; Key output: Planning and Review meetings conducted. Target verified from source budget PDF.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|7.0|count
2026|Output|Number of quarterly and annual reports generated and submitted|41.0||ZMW|Programme 16: Agricultural Services; Key output: Planning and Review meetings conducted. Target verified from source budget PDF.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|8.0|count
2026|Output|Number of Planning and review meetings held|41.0||ZMW|Programme 16: Agricultural Services; Key output: Planning and review meetings conducted.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|12.0|count
2026|Output|Number of public events attended|41.0||ZMW|Programme 16: Agricultural Services; Key output: Planning and review meetings conducted. Target verified from source budget PDF.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|12.0|count
2026|Output|Number of farmers trained in entrepreneurship and linked to the markets|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Participation in Fisheries and Livestock marketing improved.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|2500.0|count
2026|Output|Number of farmers and traders issued with control of goods permits|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Participation in Fisheries and Livestock marketing improved.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|2000.0|count
2026|Output|Number of Market days conducted|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Participation in Fisheries and Livestock marketing improved.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|12.0|count
2026|Output|Number of trainings on nutrition conducted|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Participation in Fisheries and Livestock marketing improved.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|12.0|count
2026|Output|Number of market price surveillance|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Participation in Fisheries and Livestock marketing improved.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|12.0|count
2026|Output|Number of extension visits conducted|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Extension visits conducted.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|144.0|count
2026|Output|Number of farmers trained in Livestock disease management|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Livestock disease management conducted.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|2500.0|count
2026|Output|Number of Dogs vaccinated against rabies|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Rabies vaccination conducted.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|12000.0|count
2026|Output|Number of surveillances conducted|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Surveillance of diseases of national importance conducted.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|240.0|count
2026|Output|Number of monitoring and supervision activities conducted|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Monitoring and evaluation.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|60.0|count
2026|Output|Number of antimortem inspections conducted|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Antimortem inspection.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|100.0|count
2026|Output|Number of regulation and enforcement activities conducted|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Regulation and enforcement.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|360.0|count
2026|Output|Number of fishers trained in sustainable fishing and processing|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Capture fisheries production and productivity improved.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|500.0|count
2026|Output|Number of patrols conducted|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Capture fisheries production and productivity improved.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|72.0|count
2026|Output|Number of co-management structures created|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Capture fisheries production and productivity improved.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|500.0|count
2026|Output|Number fishers registered and licensed|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Capture fisheries production and productivity improved.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|500.0|count
2026|Output|Number of fishers sensitised in good fishing methods|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Aquaculture extension and advisory services provided.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|500.0|count
2026|Output|Number of farmers trained in Aquaculture practices|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Aquaculture extension and advisory services provided.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|600.0|count
2026|Output|Number of fish farmer exchange visits conducted|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Aquaculture extension and advisory services provided. Target verified from source budget PDF.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|4.0|count
2026|Output|Number of dams stocked with fingerlings|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Aquaculture extension and advisory services provided.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|3.0|count
2026|Output|Number of livestock farmers receiving extension services|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Livestock Production and Productivity improved.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|10000.0|count
2026|Output|Number of livestock field days conducted|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Livestock Production and Productivity improved.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|12.0|count
2026|Output|Number of farmers to receive climate smart livestock technologies and practices|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Livestock Production and Productivity improved.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|24.0|count
2026|Output|Number of exchange visits conducted|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Livestock Production and Productivity improved. Target verified from source budget PDF.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|3.0|count
2026|Output|Number of farm visits to livestock farmers conducted|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Livestock Production and Productivity improved. Target verified from source budget PDF.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|6.0|count
2026|Output|Number of rangeland mapped|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Livestock Production and Productivity improved.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|3.0|count
2026|Output|Smallholder farmers supported in pasture seed|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Livestock Production and Productivity improved.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|120.0|count
2026|Output|Number of Smallholder farmers supported in pasture seed|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Pasture and rangeland management improved.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|80.0|count
2026|Output|Number of Farmers trained in utilization of pasture|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Pasture and rangeland management improved.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|1000.0|count
2026|Output|Number of stakeholder engagements in feed additives|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Pasture and rangeland management improved.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|3.0|count
2026|Output|Number of rangeland committees formed|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Pasture and rangeland management improved.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|3.0|count
2026|Output|Number of hectares brought under rangeland|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Pasture and rangeland management improved.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|150000.0|count
2026|Output|Number of rangeland rehabilitated|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Pasture and rangeland management improved.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|1.0|count
2026|Output|Number of backstopping, supervision activities conducted|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Back stopping and supervision of camps conducted.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|48.0|count
2026|Output|Number of Government functions, events and meetings attended|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Back stopping and supervision of camps conducted.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|60.0|count
2026|Output|Number of administration support provided|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Management and support services provided.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|12.0|count
2026|Output|Number of staff returns and Financial reports done|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Management and support services provided.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|12.0|count
2026|Output|Number of shows attended|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Management and support services provided.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|12.0|count
2026|Output|Number of personal emoluments paid|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Management and support services provided. Target verified from source budget PDF.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|12.0|count
2026|Output|Number of Utility bills and rentals paid|44.0||ZMW|Programme 17: Fisheries and Livestock; Key output: Management and support services provided.|chirundu_obb_2026.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2026_extracted.csv|12.0|count
