fiscal_year|record_type|section|line_item|amount_current_zmw|amount_prior_zmw|approved_budget_zmw|actual_zmw|variance_zmw|variance_pct|is_material_variance|notes|source_document|source_page|member_file|period
2024|lgef|LGEF Monthly Funding|December|748154.0|744309.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|lgef|LGEF Summary|Operational Expenditure (100%)|9393949.0|7066482.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|lgef|LGEF Summary|Capital Expenditure (prior-year funds)|795958.0|2377040.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|lgef|LGEF Summary|LGEF - Total Funding|9393949.0|8833102.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|cdf|Funding|Chirundu Constituency Funding|10000000.0|27261470.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|cdf|Loan Repayments|CDF Loan Repayments|675337.0|241963.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|cdf|Infrastructure Development|Construction of Primary Schools|5761852.0|5878137.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|cdf|Infrastructure Development|Construction of Secondary Schools|282157.0|0.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|cdf|Infrastructure Development|Construction of Bridges|35430.0|66829.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|cdf|Infrastructure Development|Construction of Health Post|3760421.0|571208.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|cdf|Infrastructure Development|Construction of Boreholes|3659951.0|2415981.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|cdf|Infrastructure Development|Construction of Staff House|2203440.0|902984.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|cdf|Infrastructure Development|Construction of Feeder Roads|29128.0|599899.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|cdf|Infrastructure Development|Construction of Skills Center|284901.0|0.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|cdf|Youth and Women Empowerment|Youth and Women Empowerment Grant|2374071.0|2118970.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|cdf|Youth and Women Empowerment|Youth and Women Empowerment Loans|0.0|5964128.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|cdf|Secondary & Skills Bursaries|Secondary & Skills Development Bursaries|3097391.0|7381687.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|cdf|Administrative Costs|CDF Administration|1365827.0|2925949.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|cdf|Disaster Contingency|Disaster Contingency Costs|644564.0|0.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|cdf|Other Payments|Other Payments (Mopped Funds)|1386598.0|0.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|29|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Local Taxes|Residential Rates|85470.0|196627.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|25|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Local Taxes|Industrial / Commercial Rates|208908.0|77650.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|25|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Local Taxes|Personal Levy|42190.0|50885.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|25|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Local Taxes|Grant in Lieu of Rates|150000.0|0.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|25|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Consent Fees|0.0|2050.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Survey Fees|31350.0|85600.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Building Inspection Fees|24535.0|10900.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Plan Scrutiny Fees|38581.0|25043.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Rentals/Lease of Council Properties|500.0|0.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Application Form Fees|0.0|119860.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Search Fees|50.0|0.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Market Fees|41539.0|26972.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Motor Vehicle Fees|19535733.0|17835414.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Bus Station Fees|22104.0|20460.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Affidavit Fees|0.0|500.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Refuse Disposal Fees|109447.0|68386.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Notice of Marriage|16950.0|11090.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Abbattoir/Meat Inspection Fees|0.0|142.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Communication Mast Levy|25000.0|29330.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Land Record|0.0|3000.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Billboard and Banner|58450.0|47960.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Lease of Council Transport|182485.0|0.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Illegal Vending Fees|900.0|450.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Penalties|33330.0|68671.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Change of Ownership of Plot|4000.0|0.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Change of Land Use|21850.0|19000.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Ntemba Fees|2000.0|1400.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Truck Parking|0.0|64950.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Registration of Clubs and Societies|12350.0|104090.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Ablution Fees|63336.0|106123.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Electricity & Water Connections|870.0|5805.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Fees and Charges|Other Fees and Charges|10250.0|5805.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Land Development Charges|Service Charges - Residential Plots|72200.0|312500.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Land Development Charges|Service Charges - Industrial Plots|2900.0|59950.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|26|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Licences|Occupancy Licence|5000.0|8000.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|27|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Licences|Hawkers Licence|3600.0|6100.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|27|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Licences|Lodger Licence|1800.0|5400.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|27|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Licences|Liquor Licence|193440.0|115300.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|27|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Licences|Firearm and Ammunition Licence|28135.0|19950.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|27|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Licences|Petroleum Licence|136330.0|66130.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|27|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Licences|Dog Licence|3572.0|20.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|27|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Levies|Livestock Levy|55032.0|21590.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|28|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Levies|Pole Levy|270.0|150.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|28|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Levies|Charcoal Levy|1113.0|0.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|28|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Levies|Sand Levy|59735.0|55800.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|28|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Levies|Crop Levy|26319.0|39786.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|28|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Levies|Miscellaneous Levies|43709.0|43255.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|28|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Permits|Health Permit|411867.0|229570.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|28|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Permits|Burial Permits and Grave Sites|15200.0|5198.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|28|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Permits|Fire Certificates|425644.0|358290.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|28|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Permits|Public Permits (Social Gatherings)|1350.0|8650.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|28|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Permits|Distributor Permit|66750.0|69450.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|28|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Permits|Herbalist Permit|720.0|870.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|28|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Permits|Business Permit|1060589.0|829316.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|28|db-unza26-csc4792-chirundu_2024_financials.csv|
2024|revenue_detail|Permits|Other Permits|91274.0|8500.0|||||||Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|28|db-unza26-csc4792-chirundu_2024_financials.csv|
2025|receipt|National Support|Local Government Equalisation Fund|||8399999.98|3056652.61|5343347.37|36.4|True||2025 BI ANNUAL PERFORMANCE REPORT.pdf|1|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|receipt|National Support|Grants In Lieu of Rates|||150000.0|150000.0|0.0|100.0|True||2025 BI ANNUAL PERFORMANCE REPORT.pdf|1|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|receipt|National Support|Sector Grants|||13205709.0|4697433.69|8508275.31|35.6|True||2025 BI ANNUAL PERFORMANCE REPORT.pdf|1|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|receipt|National Support|ZDSP Capital Grants|||8340000.0|0.0|8340000.0|0.0|False||2025 BI ANNUAL PERFORMANCE REPORT.pdf|1|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|receipt|National Support|Constituency Development Fund|||36058150.6|20287381.52|15770769.08|56.3|True||2025 BI ANNUAL PERFORMANCE REPORT.pdf|1|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|receipt|National Support|Other Grants|||3200587.0|0.0|3200587.0|0.0|False||2025 BI ANNUAL PERFORMANCE REPORT.pdf|1|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|receipt|Own Source Revenue|Local Taxes|||795014.43|274579.26|520435.17|34.5|True||2025 BI ANNUAL PERFORMANCE REPORT.pdf|1|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|receipt|Own Source Revenue|Fee & Charges|||29171743.17|11372766.2|17798976.97|39.0|True||2025 BI ANNUAL PERFORMANCE REPORT.pdf|1|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|receipt|Own Source Revenue|Licences|||505480.0|141606.0|363874.0|28.0|True||2025 BI ANNUAL PERFORMANCE REPORT.pdf|1|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|receipt|Own Source Revenue|Levies|||231386.67|63477.5|167909.17|27.4|True||2025 BI ANNUAL PERFORMANCE REPORT.pdf|1|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|receipt|Own Source Revenue|Permits|||2561580.0|1244991.2|1316588.8|48.6|True||2025 BI ANNUAL PERFORMANCE REPORT.pdf|1|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|receipt|Own Source Revenue|Commercial ventures|||1000000.0|0.0|1000000.0|0.0|False||2025 BI ANNUAL PERFORMANCE REPORT.pdf|1|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|receipt|Own Source Revenue|Others OSR|||309765.0|355200.0|-45435.0|114.7|True||2025 BI ANNUAL PERFORMANCE REPORT.pdf|1|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|receipt|Other revenue|Other revenue|||34574969.27|13452620.26|21122349.01|38.9|True||2025 BI ANNUAL PERFORMANCE REPORT.pdf|1|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|payment||Personal emoluments|||21313109.1|10505097.94|10808011.16|49.3|True||2025 BI ANNUAL PERFORMANCE REPORT.pdf|1|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|payment||Use of goods and services|||27592550.57|13771587.68|13820962.89|49.9|True||2025 BI ANNUAL PERFORMANCE REPORT.pdf|1|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|payment||Financial charges|||0.0|0.0|0.0||False||2025 BI ANNUAL PERFORMANCE REPORT.pdf|1|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|payment||Social benefits|||18879509.22|9600022.19|9279487.03|50.8|True||2025 BI ANNUAL PERFORMANCE REPORT.pdf|1|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|payment||Non-financial assets|||32426979.43|5564972.94|26862006.49|17.2|False||2025 BI ANNUAL PERFORMANCE REPORT.pdf|1|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|payment||Financial assets|||3717267.52|4391251.0|-673983.48|118.1|True||2025 BI ANNUAL PERFORMANCE REPORT.pdf|1|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|payment||Loan repayments|||0.0|0.0|0.0||False||2025 BI ANNUAL PERFORMANCE REPORT.pdf|1|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|payment||Other repayments|||0.0|0.0|0.0||False||2025 BI ANNUAL PERFORMANCE REPORT.pdf|1|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|audit_finding|Governance (Established Committees & Meetings)|Finding 1||||||||"FINDING: All standing committees held meetings during the period under review.
RECOMMENDATION: Management should continue to ensure that committee meetings are effectively conducted and that all resolutions are implemented to strengthen governance and accountability.
ACTION TAKEN: Management has developed annual meeting calendars, instructed secretaries to maintain accurate minutes, and introduced action trackers to monitor implementation of resolutions."|2025 BI ANNUAL PERFORMANCE REPORT.pdf|2|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|audit_finding|Budget Execution|Finding 2||||||||"FINDING: Total revenue collection stood at 82%, while total expenditure reached 84% of the approved budget. This reflects expenditure running slightly ahead of revenue collection, posing a risk of overruns.
RECOMMENDATION: Expenditure should be closely aligned to actual revenue inflows, and budget performance should be reviewed regularly to avoid cash flow challenges.
ACTION TAKEN: Management has instituted monthly budget reviews and adopted a cash flow management framework to match commitments with collections."|2025 BI ANNUAL PERFORMANCE REPORT.pdf|2|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|audit_finding|Income - Own Source Revenue|Finding 3||||||||"FINDING: Own source revenue collection stood at 78% of the budget, indicating underperformance due to low compliance in property rates and market levels.
RECOMMENDATION: Revenue mobilization should be enhanced through enforcement, automation, and broadening the revenue base.
ACTION TAKEN: Management has updated the valuation roll, intensified debt recovery, and introduced electronic payment platforms to improve compliance."|2025 BI ANNUAL PERFORMANCE REPORT.pdf|2|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|audit_finding|Accounting procedures and controls|Finding 4||||||||"FINDING: Segregation of duties was weak and bank reconciliations were delayed, increasing the risk of errors.
RECOMMENDATION: Strengthen segregation of duties and ensure reconciliations are performed and reviewed promptly.
ACTION TAKEN: Additional staff were assigned to accounts, reconciliations are now conducted monthly, and reviews are performed by senior officers."|2025 BI ANNUAL PERFORMANCE REPORT.pdf|2|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|audit_finding|Stores management|Finding 5||||||||"FINDING: Stock records were in place and consistently maintained, with access restricted to authorized personnel.
RECOMMENDATION: Continue proper management of stores through regular stock verification and adherence to authorization procedures for issuing consumables.
ACTION TAKEN: Monthly stock verifications are conducted, and stores access remains restricted to authorized personnel only."|2025 BI ANNUAL PERFORMANCE REPORT.pdf|2|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|audit_finding|Procurement procedures and controls|Finding 6||||||||"FINDING: All procurement activities fully complied with procurement regulations; however, some documentation was incomplete.
RECOMMENDATION: Ensure strict adherence to the Public Procurement Act and maintain complete procurement records.
ACTION TAKEN: Staff have undergone training in procurement compliance, and all procurement requests are now processed through the Electronic Government Procurement (EGPC) system."|2025 BI ANNUAL PERFORMANCE REPORT.pdf|2|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|audit_finding|Payroll management|Finding 7||||||||"FINDING: Payroll processes were up to date, and employee personal files were complete.
RECOMMENDATION: Continue to ensure timely updates to payroll and maintain full employee records.
ACTION TAKEN: The payroll has been cleaned, personal files updated, and quarterly payroll reviews introduced."|2025 BI ANNUAL PERFORMANCE REPORT.pdf|2|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|audit_finding|Risk management|Finding 8||||||||"FINDING: A risk register was in place; however, monitoring of mitigation strategies was limited.
RECOMMENDATION: Continue maintaining the risk register and strengthen mechanisms to monitor risks regularly.
ACTION TAKEN: Management has implemented a risk management framework, and departmental heads have been tasked with quarterly risk reporting."|2025 BI ANNUAL PERFORMANCE REPORT.pdf|2|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|debt_arrears|Debt & Arrears|PE's|2969705.03|3091083.06|||||||2025 BI ANNUAL PERFORMANCE REPORT.pdf|3|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|debt_arrears|Debt & Arrears|ZAMTEL|0.0|0.0|||||||2025 BI ANNUAL PERFORMANCE REPORT.pdf|3|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|debt_arrears|Debt & Arrears|ZESCO|0.0|0.0|||||||2025 BI ANNUAL PERFORMANCE REPORT.pdf|3|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|debt_arrears|Debt & Arrears|WATER|0.0|0.0|||||||2025 BI ANNUAL PERFORMANCE REPORT.pdf|3|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|debt_arrears|Debt & Arrears|LEGAL COSTS|0.0|0.0|||||||2025 BI ANNUAL PERFORMANCE REPORT.pdf|3|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|debt_arrears|Debt & Arrears|NAPSA ARREARS|2620421.5|2815853.18|||||||2025 BI ANNUAL PERFORMANCE REPORT.pdf|3|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|debt_arrears|Debt & Arrears|NAPSA ARREARS - PENALTIES|7596904.51|7041602.0|||||||2025 BI ANNUAL PERFORMANCE REPORT.pdf|3|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|debt_arrears|Debt & Arrears|LASF ARREARS|-49973.08|-49973.08|||||||2025 BI ANNUAL PERFORMANCE REPORT.pdf|3|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|debt_arrears|Debt & Arrears|LASF ARREARS - PENALTIES|0.0|0.0|||||||2025 BI ANNUAL PERFORMANCE REPORT.pdf|3|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|debt_arrears|Debt & Arrears|OTHER PENSION ARREARS|0.0|0.0|||||||2025 BI ANNUAL PERFORMANCE REPORT.pdf|3|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|debt_arrears|Debt & Arrears|OTHER PENSIONS ARREARS - PENALTIES|0.0|0.0|||||||2025 BI ANNUAL PERFORMANCE REPORT.pdf|3|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|debt_arrears|Debt & Arrears|ZRA PAYE|7342242.12|5186868.17|||||||2025 BI ANNUAL PERFORMANCE REPORT.pdf|3|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|debt_arrears|Debt & Arrears|ZRA - PENALTIES|0.0|0.0|||||||2025 BI ANNUAL PERFORMANCE REPORT.pdf|3|db-unza26-csc4792-chirundu_2025_financials.csv|H1
2025|debt_arrears|Debt & Arrears|GOODS & SERVICES|208460.06|156000.0|||||||2025 BI ANNUAL PERFORMANCE REPORT.pdf|3|db-unza26-csc4792-chirundu_2025_financials.csv|H1
