year|category|revenue_code|revenue_description|amount_zmw|source_url|source_page|notes
2023|National Support (Grants)|002|Restructuring Grant|7536556.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/11/Chirundu-Town-Council-OBB-Budget-2023-Final.pdf|4|
2023|National Support (Grants)|004|Capital Grant|1884139.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/11/Chirundu-Town-Council-OBB-Budget-2023-Final.pdf|4|
2023|Local Development Fund|001|Constituency Development Fund|28300000.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/11/Chirundu-Town-Council-OBB-Budget-2023-Final.pdf|5|
2025|Local taxes/rates|001|Residential|202069.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Local taxes/rates|002|Commercial|253425.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Local taxes/rates|004|Hospitality|294521.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Local taxes/rates|001|Personal levy|45000.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Fees and Charges|002|Survey fees|28600.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Fees and Charges|003|Building inspection-fees|20000.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Fees and Charges|004|Plan scrutiny fee|50041.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Fees and Charges|005|Change of premise use|27800.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Fees and Charges|007|Rentals/lease of Council’s properties|9100.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Fees and Charges|011|Search fees|500.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Fees and Charges|012|Notice board advert fees|3000.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Fees and Charges|013|Market fees|50206.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Fees and Charges|014|Parking fees|28078895.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Fees and Charges|016|Loading fees (buses, trucks, trains, taxies etc.)|31500.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Fees and Charges|020|Hire of halls|10000.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Fees and Charges|033|Refuse disposal|200000.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Fees and Charges|045|Notice of marriage fees|20000.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Fees and Charges|047|Registration of clubs and societies|11600.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Fees and Charges|059|Land Record|10000.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Fees and Charges|063|Billboards and banners|70000.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Fees and Charges|064|Hire of Transport and Equipment|250000.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Fees and Charges|066|Penalties|30000.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Fees and Charges|067|Ablution Fee|80000.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Fees and Charges|072|Booth fees|50000.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Fees and Charges|082|Telecommunication site rentals|35000.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Fees and Charges|099|Other fees and charges|75500.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Licenses|001|Occupancy licence|14500.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Licenses|002|Liquor licence|200000.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Licenses|003|Firearm and ammunition licence|25980.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Licenses|004|Petroleum Storage licence|162000.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Licenses|005|Dog licence|8000.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Licenses|099|Other Licences|95000.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|3|
2025|Levies|001|Livestock Movement levy|65649.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|4|
2025|Levies|003|Fish levy|10000.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Chirundu-2025-OBB-Annual-Budget-Final-K103.9-million...pdf|4|
